Gene ID,Gene Name,Score(d),Numerator(r),Denominator(s+s0),FoldChange,q-value(%),PEP,Log10FoldChange,AbsLog10FoldChange
CAPG,CAPG,1246,3.542,3527,995.853,1.753,0,FALSE,0.243781916093795,0.243781916093795
SLC22A18,SLC22A18,8048,3.542,3527,995.853,1.754,0,FALSE,0.244029589030022,0.244029589030022
FDPS,FDPS,3166,3.54,3525,995.853,1.439,0,FALSE,0.158060793936605,0.158060793936605
RAB11A,RAB11A,7031,3.54,3525,995.853,1.307,0,FALSE,0.116275587580544,0.116275587580544
MOSPD3,MOSPD3,5262,3.539,3524,995.853,1.404,0,FALSE,0.147367107793786,0.147367107793786
SEC22B,SEC22B,7760,3.538,3523,995.853,1.346,0,FALSE,0.129045059887958,0.129045059887958
B3GALNT1,B3GALNT1,810,3.537,3522,995.853,1.587,0,FALSE,0.200576926754848,0.200576926754848
CYP51A1,CYP51A1,2173,3.537,3522,995.853,1.455,0,FALSE,0.162862993321926,0.162862993321926
DHRS13,DHRS13,2348,3.536,3521,995.853,1.903,0,FALSE,0.27943878828702,0.27943878828702
FGD6,FGD6,3186,3.533,3518,995.853,1.719,0,FALSE,0.235275876687052,0.235275876687052
RANBP1,RANBP1,7123,3.529,3514,995.853,1.402,0,FALSE,0.14674801363064,0.14674801363064
SPG21,SPG21,8442,3.528,3513,995.853,1.245,0,FALSE,0.0951693514317552,0.0951693514317552
RAP1GDS1,RAP1GDS1,7133,3.527,3512,995.853,1.448,0,FALSE,0.160768561861128,0.160768561861128
RMND5B,RMND5B,7387,3.527,3512,995.853,1.339,0,FALSE,0.126780577012009,0.126780577012009
FAM162A,FAM162A,3002,3.526,3511,995.853,1.519,0,FALSE,0.181557773862786,0.181557773862786
TMEM41B,TMEM41B,9173,3.522,3507,995.853,1.485,0,FALSE,0.171726453653231,0.171726453653231
UBE2V2,UBE2V2,9634,3.522,3507,995.853,1.394,0,FALSE,0.144262773761991,0.144262773761991
YY1,YY1,10061,3.521,3506,995.853,1.245,0,FALSE,0.0951693514317552,0.0951693514317552
SSR4,SSR4,8543,3.52,3505,995.853,1.511,0,FALSE,0.179264464339025,0.179264464339025
POLR2D,POLR2D,6630,3.519,3504,995.853,1.302,0,FALSE,0.114610984232173,0.114610984232173
ELMO2,ELMO2,2738,3.518,3503,995.853,1.278,0,FALSE,0.106530853822381,0.106530853822381
SH3GL1,SH3GL1,7922,3.518,3503,995.853,1.398,0,FALSE,0.145507171409663,0.145507171409663
ATP6V1A,ATP6V1A,760,3.516,3501,995.853,1.374,0,FALSE,0.137986732723532,0.137986732723532
CLPTM1,CLPTM1,1796,3.516,3501,995.853,1.286,0,FALSE,0.109240968588203,0.109240968588203
PALB2,PALB2,6076,3.516,3501,995.853,1.414,0,FALSE,0.150449409460881,0.150449409460881
SLC35A3,SLC35A3,8128,3.515,3500,995.853,1.59,0,FALSE,0.201397124320452,0.201397124320452
SRP72,SRP72,8514,3.511,3496,995.853,1.275,0,FALSE,0.105510184769974,0.105510184769974
PRIM1,PRIM1,6784,3.51,3495,995.853,1.566,0,FALSE,0.194791757721925,0.194791757721925
SSR1,SSR1,8540,3.51,3495,995.853,1.267,0,TRUE,0.102776614883441,0.102776614883441
DCLRE1A,DCLRE1A,2229,3.507,3492,995.853,1.359,0,FALSE,0.133219456732494,0.133219456732494
BRIX1,BRIX1,989,3.505,3490,995.853,1.388,0,FALSE,0.142389466118836,0.142389466118836
DDX49,DDX49,2284,3.501,3486,995.853,1.415,0,FALSE,0.150756439860309,0.150756439860309
SLC26A6,SLC26A6,8093,3.501,3486,995.853,1.584,0,FALSE,0.199755177253475,0.199755177253475
SLC39A9,SLC39A9,8170,3.501,3486,995.853,1.34,0,FALSE,0.127104798364808,0.127104798364808
TRMT112,TRMT112,9423,3.501,3486,995.853,1.373,0,FALSE,0.137670537236755,0.137670537236755
ATP6V0D2,ATP6V0D2,757,3.5,3485,995.853,3.491,0,FALSE,0.542949848814179,0.542949848814179
TRERF1,TRERF1,9375,3.5,3485,995.853,1.67,0,FALSE,0.222716471147583,0.222716471147583
WDR26,WDR26,9904,3.5,3485,995.853,1.302,0,FALSE,0.114610984232173,0.114610984232173
NPTX2,NPTX2,5817,3.499,3484,995.853,3.101,0,FALSE,0.491501766237326,0.491501766237326
GNB2,GNB2,3572,3.497,3482,995.853,1.393,0,FALSE,0.143951116423963,0.143951116423963
COL8A1,COL8A1,1893,3.495,3481,995.853,2.585,0,TRUE,0.412460547429961,0.412460547429961
GMPPB,GMPPB,3555,3.495,3481,995.853,1.528,0,FALSE,0.184123354239671,0.184123354239671
LNX2,LNX2,4726,3.494,3480,995.853,1.509,0,FALSE,0.17868923977559,0.17868923977559
NAA15,NAA15,5502,3.494,3480,995.853,1.38,0,FALSE,0.139879086401236,0.139879086401236
NUBP2,NUBP2,5884,3.494,3480,995.853,1.578,0,FALSE,0.198106998873402,0.198106998873402
EIF2B5,EIF2B5,2696,3.491,3477,995.853,1.24,0,FALSE,0.0934216851622351,0.0934216851622351
EFTUD2,EFTUD2,2659,3.49,3476,995.853,1.267,0,FALSE,0.102776614883441,0.102776614883441
NUP155,NUP155,5917,3.49,3476,995.853,1.528,0,TRUE,0.184123354239671,0.184123354239671
ARID3A,ARID3A,586,3.489,3475,995.853,1.641,0,FALSE,0.215108581053093,0.215108581053093
ATF5,ATF5,691,3.489,3475,995.853,1.432,0,FALSE,0.155943017971837,0.155943017971837
GALNT6,GALNT6,3401,3.488,3474,995.853,2.832,0,FALSE,0.452093249017731,0.452093249017731
UBXN2B,UBXN2B,9667,3.485,3471,995.853,1.411,0,FALSE,0.149527013754348,0.149527013754348
COPS8,COPS8,1923,3.483,3469,995.853,1.241,0,FALSE,0.0937717814987299,0.0937717814987299
PTP4A2,PTP4A2,6949,3.483,3469,995.853,1.509,0,FALSE,0.17868923977559,0.17868923977559
SFXN2,SFXN2,7887,3.482,3468,995.853,2.016,0,FALSE,0.304490527773488,0.304490527773488
ASCC1,ASCC1,659,3.48,3466,995.853,1.242,0,FALSE,0.0941215958405614,0.0941215958405614
FBXO5,FBXO5,3146,3.48,3466,995.853,1.622,0,FALSE,0.210050849875137,0.210050849875137
KCNS3,KCNS3,4385,3.48,3466,995.853,1.841,0,FALSE,0.265053788504015,0.265053788504015
ADRM1,ADRM1,229,3.479,3465,995.853,1.507,0,FALSE,0.178113252314632,0.178113252314632
EGLN3,EGLN3,2667,3.475,3461,995.853,2.556,0,TRUE,0.407560849486363,0.407560849486363
LMBR1,LMBR1,4706,3.475,3461,995.853,1.337,0,FALSE,0.126131407261984,0.126131407261984
NDUFB11,NDUFB11,5617,3.475,3461,995.853,1.359,0,FALSE,0.133219456732494,0.133219456732494
SETDB1,SETDB1,7865,3.474,3460,995.853,1.321,0,FALSE,0.120902817614527,0.120902817614527
ANGPTL6,ANGPTL6,391,3.471,3457,995.853,1.882,0,FALSE,0.274619619091238,0.274619619091238
XPR1,XPR1,10011,3.471,3457,995.853,1.428,0,FALSE,0.154728207440156,0.154728207440156
NFE2L3,NFE2L3,5680,3.469,3455,995.853,1.879,0,FALSE,0.273926780100526,0.273926780100526
PPCS,PPCS,6670,3.469,3455,995.853,1.282,0,FALSE,0.107888025182799,0.107888025182799
HAT1,HAT1,3786,3.468,3454,995.853,1.283,0,FALSE,0.108226656374928,0.108226656374928
RFXANK,RFXANK,7303,3.467,3453,995.853,1.42,0,FALSE,0.152288344383056,0.152288344383056
TRIM24,TRIM24,9386,3.466,3452,995.853,1.383,0,FALSE,0.140822180109311,0.140822180109311
CLPTM1L,CLPTM1L,1795,3.465,3451,995.853,1.3,0,FALSE,0.113943352306837,0.113943352306837
P2RX4,P2RX4,6039,3.465,3451,995.853,1.547,0,FALSE,0.189490313699368,0.189490313699368
SFXN5,SFXN5,7890,3.464,3450,995.853,1.896,0,FALSE,0.277838333002047,0.277838333002047
NLN,NLN,5741,3.462,3448,995.853,1.481,0,FALSE,0.170555058521209,0.170555058521209
TOM1L1,TOM1L1,9283,3.461,3447,995.853,1.848,0,FALSE,0.266701966884088,0.266701966884088
UBE2K,UBE2K,9622,3.46,3446,995.853,1.275,0,FALSE,0.105510184769974,0.105510184769974
SLC11A1,SLC11A1,8004,3.456,3442,995.853,2.401,0,FALSE,0.380392160057027,0.380392160057027
NME6,NME6,5749,3.455,3441,995.853,1.282,0,FALSE,0.107888025182799,0.107888025182799
PIAS4,PIAS4,6385,3.455,3441,995.853,1.419,0,FALSE,0.151982395457474,0.151982395457474
TGFB1,TGFB1,8925,3.455,3441,995.853,1.62,0,FALSE,0.209515014542631,0.209515014542631
CAPS,CAPS,1257,3.454,3440,995.853,2.877,0,FALSE,0.458939861890326,0.458939861890326
HSPBP1,HSPBP1,4011,3.453,3439,995.853,1.478,0,FALSE,0.169674434058807,0.169674434058807
TMBIM6,TMBIM6,9047,3.453,3439,995.853,1.274,0,TRUE,0.105169427999332,0.105169427999332
RET,RET,7280,3.452,3438,995.853,3.779,0,FALSE,0.577376891917014,0.577376891917014
HSP90AB1,HSP90AB1,3993,3.451,3437,995.853,1.342,0,FALSE,0.127752515832973,0.127752515832973
AHSA1,AHSA1,273,3.448,3434,995.853,1.321,0,FALSE,0.120902817614527,0.120902817614527
MASTL,MASTL,4995,3.448,3434,995.853,1.539,0,TRUE,0.187238619831479,0.187238619831479
MRPS14,MRPS14,5336,3.448,3434,995.853,1.275,0,FALSE,0.105510184769974,0.105510184769974
C19orf53,C19orf53,1081,3.447,3433,995.853,1.392,0,FALSE,0.143639235274543,0.143639235274543
YIPF6,YIPF6,10041,3.44,3426,995.853,1.429,0,FALSE,0.15503222879097,0.15503222879097
MYBL1,MYBL1,5449,3.438,3424,995.853,2.589,0,TRUE,0.413132050434872,0.413132050434872
COQ2,COQ2,1928,3.437,3423,995.853,1.406,0,FALSE,0.147985320683805,0.147985320683805
FGD3,FGD3,3183,3.435,3421,995.853,2.46,0,FALSE,0.390935107103379,0.390935107103379
ATXN7L3,ATXN7L3,791,3.434,3420,995.853,1.261,0,FALSE,0.100715086573082,0.100715086573082
OLA1,OLA1,5972,3.433,3419,995.853,1.328,0,FALSE,0.123198075031999,0.123198075031999
VPS28,VPS28,9844,3.433,3419,995.853,1.432,0,FALSE,0.155943017971837,0.155943017971837
MED8,MED8,5094,3.431,3417,995.853,1.272,0,TRUE,0.104487111312395,0.104487111312395
USP38,USP38,9759,3.43,3416,995.853,1.313,0,FALSE,0.118264726089479,0.118264726089479
BMF,BMF,946,3.428,3414,995.853,1.611,0,TRUE,0.207095540419218,0.207095540419218
PLAU,PLAU,6485,3.425,3411,995.853,2.033,0,FALSE,0.308137378638039,0.308137378638039
APEH,APEH,490,3.423,3409,995.853,1.454,0,FALSE,0.162564406523019,0.162564406523019
NOP58,NOP58,5779,3.421,3407,995.853,1.403,0,FALSE,0.14705767102836,0.14705767102836
DDX58,DDX58,2290,3.42,3406,995.853,1.592,0,FALSE,0.20194306340165,0.20194306340165
SLC19A1,SLC19A1,8033,3.42,3406,995.853,1.643,0,FALSE,0.215637563435062,0.215637563435062
B4GALT1,B4GALT1,823,3.415,3401,995.853,1.53,0,FALSE,0.184691430817599,0.184691430817599
NDUFV2,NDUFV2,5633,3.415,3401,995.853,1.325,0,FALSE,0.122215878272827,0.122215878272827
GPATCH4,GPATCH4,3619,3.413,3399,995.853,1.483,0,FALSE,0.171141151028382,0.171141151028382
PCGF2,PCGF2,6159,3.413,3399,995.853,1.51,0,FALSE,0.178976947293169,0.178976947293169
GRINA,GRINA,3696,3.412,3398,995.853,1.479,0,FALSE,0.169968173996892,0.169968173996892
MRPL36,MRPL36,5314,3.412,3398,995.853,1.379,0,FALSE,0.13956426617585,0.13956426617585
TOMM6,TOMM6,9291,3.411,3397,995.853,1.29,0,FALSE,0.110589710299249,0.110589710299249
CSK,CSK,2043,3.41,3396,995.853,1.434,0,FALSE,0.156549151331781,0.156549151331781
TMEM199,TMEM199,9140,3.408,3394,995.853,1.357,0,FALSE,0.132579847659737,0.132579847659737
TRIM28,TRIM28,9390,3.408,3394,995.853,1.415,0,FALSE,0.150756439860309,0.150756439860309
WRNIP1,WRNIP1,9979,3.408,3394,995.853,1.321,0,FALSE,0.120902817614527,0.120902817614527
MBD4,MBD4,5010,3.407,3393,995.853,1.233,0,FALSE,0.0909630765957317,0.0909630765957317
GOLT1B,GOLT1B,3606,3.405,3391,995.853,1.346,0,FALSE,0.129045059887958,0.129045059887958
ARL3,ARL3,600,3.402,3388,995.853,1.416,0,FALSE,0.15106325335375,0.15106325335375
DEDD2,DEDD2,2297,3.401,3387,995.853,1.354,0,FALSE,0.131618664349126,0.131618664349126
GTPBP3,GTPBP3,3743,3.398,3384,995.853,1.48,0,FALSE,0.170261715394957,0.170261715394957
PRDX2,PRDX2,6770,3.398,3384,995.853,1.418,0,FALSE,0.151676230847048,0.151676230847048
PSMA7,PSMA7,6878,3.396,3382,995.853,1.423,0,FALSE,0.153204900084284,0.153204900084284
SLC35E1,SLC35E1,8138,3.396,3382,995.853,1.281,0,FALSE,0.107549129744686,0.107549129744686
C4orf48,C4orf48,1147,3.394,3380,995.853,2.462,0,FALSE,0.391288048595298,0.391288048595298
TMEM208,TMEM208,9149,3.393,3379,995.853,1.435,0,FALSE,0.156851901070011,0.156851901070011
PAPOLA,PAPOLA,6096,3.392,3378,995.853,1.235,0,FALSE,0.0916669575956846,0.0916669575956846
POLE,POLE,6614,3.392,3378,995.853,1.401,0,FALSE,0.146438135285775,0.146438135285775
ZNF217,ZNF217,10231,3.39,3376,995.853,1.596,0,FALSE,0.203032887014711,0.203032887014711
SMC1A,SMC1A,8269,3.389,3375,995.853,1.343,0,FALSE,0.128076012668715,0.128076012668715
ARMC7,ARMC7,615,3.386,3372,995.853,1.426,0,FALSE,0.154119525515847,0.154119525515847
EXOSC1,EXOSC1,2917,3.386,3372,995.853,1.28,0,FALSE,0.107209969647868,0.107209969647868
TBRG4,TBRG4,8835,3.382,3368,995.853,1.377,0,FALSE,0.138933940256924,0.138933940256924
CASP2,CASP2,1279,3.38,3366,995.853,1.38,0,FALSE,0.139879086401236,0.139879086401236
YARS2,YARS2,10026,3.38,3366,995.853,1.247,0,FALSE,0.0958664534785427,0.0958664534785427
ABHD3,ABHD3,58,3.379,3365,995.853,1.704,0,FALSE,0.231469590430681,0.231469590430681
AMZ2,AMZ2,375,3.379,3365,995.853,1.356,0,FALSE,0.132259689531045,0.132259689531045
SCCPDH,SCCPDH,7692,3.379,3365,995.853,1.654,0,FALSE,0.218535505216528,0.218535505216528
CDK2AP2,CDK2AP2,1562,3.377,3363,995.853,1.564,0,FALSE,0.194236748723829,0.194236748723829
ARMC6,ARMC6,614,3.376,3362,995.853,1.419,0,FALSE,0.151982395457474,0.151982395457474
BAZ1B,BAZ1B,858,3.376,3362,995.853,1.281,0,FALSE,0.107549129744686,0.107549129744686
WNT2,WNT2,9972,3.376,3362,995.853,2.394,0,FALSE,0.379124146070392,0.379124146070392
PARP14,PARP14,6115,3.375,3361,995.853,1.527,0,FALSE,0.183839037056421,0.183839037056421
SMG5,SMG5,8277,3.373,3359,995.853,1.407,0,FALSE,0.148294097434746,0.148294097434746
XRCC4,XRCC4,10015,3.371,3357,995.853,1.282,0,FALSE,0.107888025182799,0.107888025182799
RCN2,RCN2,7243,3.37,3356,995.853,1.326,0,FALSE,0.122543524068754,0.122543524068754
DDX23,DDX23,2275,3.369,3355,995.853,1.249,0,FALSE,0.0965624383741356,0.0965624383741356
RRN3,RRN3,7563,3.369,3355,995.853,1.308,0,FALSE,0.116607743988248,0.116607743988248
CNDP2,CNDP2,1825,3.368,3354,995.853,1.366,0,FALSE,0.135450699345514,0.135450699345514
DDR1,DDR1,2263,3.366,3352,995.853,1.823,0,FALSE,0.260786668654976,0.260786668654976
SLC35F5,SLC35F5,8143,3.366,3352,995.853,1.343,0,FALSE,0.128076012668715,0.128076012668715
PRPF40A,PRPF40A,6835,3.365,3351,995.853,1.265,0,FALSE,0.102090525511837,0.102090525511837
AKT1S1,AKT1S1,305,3.364,3350,995.853,1.289,0,FALSE,0.110252917353403,0.110252917353403
ATP2A3,ATP2A3,733,3.364,3350,995.853,1.963,0,FALSE,0.292920299600006,0.292920299600006
NAGK,NAGK,5523,3.362,3348,995.853,1.394,0,FALSE,0.144262773761991,0.144262773761991
VCP,VCP,9811,3.361,3347,995.853,1.259,0,FALSE,0.100025730107863,0.100025730107863
SLC16A6,SLC16A6,8028,3.36,3346,995.853,3.151,0,FALSE,0.498448403174,0.498448403174
MOXD1,MOXD1,5264,3.359,3345,995.853,2.094,0,FALSE,0.320976677342823,0.320976677342823
UBL4A,UBL4A,9644,3.359,3345,995.853,1.303,0,FALSE,0.114944415712585,0.114944415712585
SIRT7,SIRT7,7979,3.358,3344,995.853,1.495,0,FALSE,0.174641192660448,0.174641192660448
TTF2,TTF2,9531,3.358,3344,995.853,1.45,0,FALSE,0.161368002234975,0.161368002234975
EIF2AK3,EIF2AK3,2689,3.357,3343,995.853,1.351,0,FALSE,0.130655349022031,0.130655349022031
HMGCS1,HMGCS1,3910,3.356,3342,995.853,1.441,0,FALSE,0.158663980813989,0.158663980813989
RHBDL1,RHBDL1,7331,3.354,3340,995.853,2.8,0,FALSE,0.447158031342219,0.447158031342219
RAB1A,RAB1A,7044,3.352,3338,995.853,1.239,0,FALSE,0.0930713063760635,0.0930713063760635
TOR1A,TOR1A,9302,3.352,3338,995.853,1.19,0,FALSE,0.0755469613925307,0.0755469613925307
SLC39A3,SLC39A3,8165,3.351,3337,995.853,1.393,0,FALSE,0.143951116423963,0.143951116423963
ITPR3,ITPR3,4307,3.349,3335,995.853,1.608,0,FALSE,0.206286044412432,0.206286044412432
DUS4L,DUS4L,2553,3.348,3334,995.853,1.315,0,FALSE,0.118925752825777,0.118925752825777
SLC22A15,SLC22A15,8045,3.346,3332,995.853,1.875,0,FALSE,0.273001272063738,0.273001272063738
DTX2,DTX2,2545,3.345,3331,995.853,1.489,0,TRUE,0.172894697752176,0.172894697752176
PPP2R5E,PPP2R5E,6741,3.345,3331,995.853,1.252,0,FALSE,0.0976043288744109,0.0976043288744109
EPHB2,EPHB2,2812,3.344,3330,995.853,1.947,0,TRUE,0.289365951520032,0.289365951520032
FOXK2,FOXK2,3289,3.344,3330,995.853,1.385,0,FALSE,0.141449773400467,0.141449773400467
SCUBE3,SCUBE3,7727,3.344,3330,995.853,3.262,0,TRUE,0.513483956704257,0.513483956704257
NKAP,NKAP,5731,3.343,3329,995.853,1.187,0,FALSE,0.0744507189545912,0.0744507189545912
COMMD3,COMMD3,1901,3.342,3328,995.853,1.435,0,FALSE,0.156851901070011,0.156851901070011
ZBTB12,ZBTB12,10069,3.342,3328,995.853,1.732,0,FALSE,0.238547887681328,0.238547887681328
ZNF598,ZNF598,10355,3.342,3328,995.853,1.444,0,FALSE,0.15956719323362,0.15956719323362
PTP4A3,PTP4A3,6950,3.337,3323,995.853,1.559,0,TRUE,0.192846115188842,0.192846115188842
SKIL,SKIL,7988,3.337,3323,995.853,1.677,0,TRUE,0.224533062606086,0.224533062606086
TMEM134,TMEM134,9096,3.336,3322,995.853,1.513,0,FALSE,0.179838928023187,0.179838928023187
HAX1,HAX1,3794,3.333,3319,995.853,1.355,0,FALSE,0.131939295210425,0.131939295210425
SRC,SRC,8498,3.333,3319,995.853,1.534,0,FALSE,0.185825359612962,0.185825359612962
ATAD5,ATAD5,685,3.332,3318,995.853,1.965,0,FALSE,0.293362554711446,0.293362554711446
EDEM3,EDEM3,2627,3.329,3315,995.853,1.537,0,FALSE,0.186673867499745,0.186673867499745
HEATR6,HEATR6,3827,3.329,3315,995.853,1.413,0,FALSE,0.150142161848559,0.150142161848559
KPNB1,KPNB1,4556,3.327,3313,995.853,1.285,0,FALSE,0.108903127667313,0.108903127667313
CLPB,CLPB,1793,3.326,3312,995.853,1.324,0,FALSE,0.121887985103681,0.121887985103681
ITGAX,ITGAX,4283,3.326,3312,995.853,1.95,0,FALSE,0.290034611362518,0.290034611362518
ADAMTS7,ADAMTS7,181,3.325,3311,995.853,2.009,0,FALSE,0.302979936748249,0.302979936748249
ASPSCR1,ASPSCR1,675,3.325,3311,995.853,1.553,0,FALSE,0.191171455728559,0.191171455728559
IL18,IL18,4126,3.325,3311,995.853,1.835,0,FALSE,0.263636068588108,0.263636068588108
CCDC51,CCDC51,1361,3.322,3308.5,995.853,1.407,0,FALSE,0.148294097434746,0.148294097434746
CD2AP,CD2AP,1456,3.322,3308,995.853,1.427,0,TRUE,0.154423973114647,0.154423973114647
NBN,NBN,5550,3.32,3306,995.853,1.399,0,FALSE,0.145817714491828,0.145817714491828
RIT1,RIT1,7380,3.318,3304,995.853,1.279,0,FALSE,0.106870544478654,0.106870544478654
SCYL3,SCYL3,7730,3.318,3304,995.853,1.383,0,FALSE,0.140822180109311,0.140822180109311
RSAD2,RSAD2,7572,3.317,3303,995.853,2.333,0,TRUE,0.367914738793753,0.367914738793753
TCF3,TCF3,8854,3.316,3302,995.853,1.454,0,FALSE,0.162564406523019,0.162564406523019
ACP2,ACP2,119,3.314,3300,995.853,1.38,0,FALSE,0.139879086401236,0.139879086401236
CUTA,CUTA,2113,3.314,3300,995.853,1.377,0,FALSE,0.138933940256924,0.138933940256924
ABCF2,ABCF2,44,3.313,3299,995.853,1.21,0,FALSE,0.0827853703164501,0.0827853703164501
PGM2,PGM2,6326,3.313,3299,995.853,1.337,0,FALSE,0.126131407261984,0.126131407261984
SCO2,SCO2,7715,3.312,3298.5,995.853,1.468,0,FALSE,0.166726055580052,0.166726055580052
GLYR1,GLYR1,3544,3.312,3298,995.853,1.288,0,FALSE,0.109915863023793,0.109915863023793
NSUN2,NSUN2,5857,3.312,3298,995.853,1.33,0,TRUE,0.123851640967086,0.123851640967086
MAD2L2,MAD2L2,4876,3.311,3297,995.853,1.443,0,FALSE,0.159266331093494,0.159266331093494
ZMYND8,ZMYND8,10203,3.31,3296,995.853,1.434,0,FALSE,0.156549151331781,0.156549151331781
GORAB,GORAB,3608,3.309,3295,995.853,1.418,0,FALSE,0.151676230847048,0.151676230847048
CYB5R1,CYB5R1,2142,3.308,3294,995.853,1.372,0,FALSE,0.137354111370733,0.137354111370733
RARA,RARA,7145,3.308,3294,995.853,1.699,0,FALSE,0.230193378869046,0.230193378869046
NARFL,NARFL,5536,3.307,3293,995.853,1.484,0,FALSE,0.171433900943008,0.171433900943008
PPM1H,PPM1H,6697,3.306,3292,995.853,1.79,0,FALSE,0.252853030979893,0.252853030979893
NUP205,NUP205,5920,3.304,3290,995.853,1.369,0,FALSE,0.13640344813399,0.13640344813399
VKORC1,VKORC1,9830,3.304,3290,995.853,1.394,0,FALSE,0.144262773761991,0.144262773761991
EXOC6,EXOC6,2912,3.303,3289,995.853,1.417,0,FALSE,0.15136985024746,0.15136985024746
CYFIP2,CYFIP2,2153,3.301,3287,995.853,1.865,0,FALSE,0.270678836144706,0.270678836144706
PRDX4,PRDX4,6771,3.301,3287,995.853,1.456,0,FALSE,0.163161374977018,0.163161374977018
SCYL2,SCYL2,7729,3.301,3287,995.853,1.352,0,FALSE,0.130976691605617,0.130976691605617
ATF6,ATF6,693,3.299,3285,995.853,1.327,0,FALSE,0.122870922864436,0.122870922864436
TP53RK,TP53RK,9314,3.299,3285,995.853,1.333,0,FALSE,0.124830149413859,0.124830149413859
AGTRAP,AGTRAP,265,3.298,3284,995.853,1.452,0,FALSE,0.161966616364075,0.161966616364075
KPNA1,KPNA1,4551,3.296,3282,995.853,1.256,0,FALSE,0.0989896394011773,0.0989896394011773
VWA1,VWA1,9871,3.296,3282,995.853,1.653,0,FALSE,0.218272853571447,0.218272853571447
ACLY,ACLY,105,3.295,3281,995.853,1.381,0,TRUE,0.140193678578631,0.140193678578631
FHAD1,FHAD1,3203,3.293,3279,995.853,2.133,0,FALSE,0.328990855449429,0.328990855449429
SLC44A1,SLC44A1,8180,3.293,3279,995.853,1.414,0,FALSE,0.150449409460881,0.150449409460881
SLC25A14,SLC25A14,8058,3.292,3278.5,995.853,1.274,0,FALSE,0.105169427999332,0.105169427999332
TOR1AIP2,TOR1AIP2,9301,3.292,3278,995.853,1.399,0,FALSE,0.145817714491828,0.145817714491828
UBE2O,UBE2O,9626,3.292,3278,995.853,1.376,0,FALSE,0.138618433899492,0.138618433899492
NOP16,NOP16,5776,3.29,3276,995.853,1.473,0,FALSE,0.168202746842631,0.168202746842631
PAFAH2,PAFAH2,6064,3.286,3272,995.853,1.266,0,FALSE,0.102433705681336,0.102433705681336
ADAMTS4,ADAMTS4,178,3.285,3271,995.853,2.502,0,TRUE,0.398287305357401,0.398287305357401
WSB2,WSB2,9982,3.285,3271,995.853,1.324,0,FALSE,0.121887985103681,0.121887985103681
MSH2,MSH2,5366,3.283,3269,995.853,1.427,0,FALSE,0.154423973114647,0.154423973114647
WBP11,WBP11,9886,3.283,3269,995.853,1.27,0,FALSE,0.103803720955957,0.103803720955957
GSS,GSS,3715,3.282,3268,995.853,1.308,0,FALSE,0.116607743988248,0.116607743988248
PIAS3,PIAS3,6384,3.282,3268,995.853,1.386,0,FALSE,0.141763230275788,0.141763230275788
ANKRD39,ANKRD39,419,3.279,3265,995.853,1.379,0,FALSE,0.13956426617585,0.13956426617585
DAZAP1,DAZAP1,2203,3.279,3265,995.853,1.281,0,FALSE,0.107549129744686,0.107549129744686
HSPB11,HSPB11,4005,3.279,3265,995.853,1.382,0,FALSE,0.14050804303818,0.14050804303818
ALG8,ALG8,338,3.276,3262,995.853,1.582,0,FALSE,0.199206479161658,0.199206479161658
EPS8L1,EPS8L1,2827,3.276,3262,995.853,2.819,0,FALSE,0.450095075871602,0.450095075871602
PLCB3,PLCB3,6491,3.276,3262,995.853,1.397,0,FALSE,0.145196406114182,0.145196406114182
SIRT6,SIRT6,7978,3.273,3259,995.853,1.449,0,FALSE,0.161068385471175,0.161068385471175
RAB13,RAB13,7039,3.272,3258,995.853,1.405,0,FALSE,0.147676324241099,0.147676324241099
NUDT1,NUDT1,5901,3.271,3257,995.853,1.563,0,FALSE,0.193958978019187,0.193958978019187
AGR2,AGR2,261,3.268,3254,995.853,4.046,0,FALSE,0.607025878434786,0.607025878434786
TIMM50,TIMM50,8997,3.268,3254,995.853,1.27,0,FALSE,0.103803720955957,0.103803720955957
AKAP5,AKAP5,292,3.267,3253,995.853,2.409,0,FALSE,0.381836799998343,0.381836799998343
MYO6,MYO6,5486,3.267,3253,995.853,1.663,0,FALSE,0.220892249219519,0.220892249219519
CST6,CST6,2060,3.264,3250,995.853,3.456,0,FALSE,0.538573733806856,0.538573733806856
MRPL35,MRPL35,5313,3.261,3247,995.853,1.185,0,FALSE,0.0737183503461227,0.0737183503461227
HMG20B,HMG20B,3903,3.26,3246,995.853,1.496,0,FALSE,0.174931593528443,0.174931593528443
RRS1,RRS1,7571,3.258,3244,995.853,1.611,0,FALSE,0.207095540419218,0.207095540419218
C3orf38,C3orf38,1138,3.257,3243,995.853,1.225,0,FALSE,0.0881360887005513,0.0881360887005513
STAC3,STAC3,8566,3.257,3243,995.853,1.747,0,FALSE,0.242292904982931,0.242292904982931
ZBTB8OS,ZBTB8OS,10094,3.257,3243,995.853,1.296,0,FALSE,0.112605001534575,0.112605001534575
